id,actual_avg,predicted_avg,error,abs_error,perc_error
003d9abe467a91847d566cf455bd2d7d6c8f7e75,500.67,702.0255232206928,201.35552322069276,201.35552322069276,40.21721357794411
0066f66c7fb0d1102f9f924a56ff65a5fcaf3cea,2271.59,2056.0174564889817,-215.57254351101847,215.57254351101847,9.489940680801485
0132462ee1acf1c37e7411b20bac94e1d19959df,2276.15,1609.7598288281918,-666.3901711718083,666.3901711718083,29.277076254719958
0172891ba3000c3150a6985265517678ebbf3b39,1375.24,1107.2502467902696,-267.98975320973045,267.98975320973045,19.48676254397272
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,2760.44,1834.3224697931857,-926.1175302068143,926.1175302068143,33.54963448605346
0222064a58a1778a4d7a9e10088174a532e71553,651.3100000000001,524.8415894503671,-126.46841054963295,126.46841054963295,19.417544725189686
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,1033.32,2701.6231283000625,1668.3031283000626,1668.3031283000626,161.4507730712715
029be42d942d33a14cafeef661143d8940a9efa8,711.97,788.5386361134618,76.56863611346182,76.56863611346182,10.754475064042278
02a73132fe5c2af6d596eec88629c754d9e9c860,73.78999999999999,96.16346387272388,22.37346387272389,22.37346387272389,30.320455173768657
02b41a28e9c440a28577c71daec52258dc817866,206.69,339.4188703513824,132.7288703513824,132.7288703513824,64.21639670587953
03a0f8bca94b5801342b9b479213fc548b3f0dd1,842.62,1352.9370228413688,510.31702284136884,510.31702284136884,60.56312725088044
0431ee5805e9638f3b24d93812182ec88d7b8c20,882.31,805.0255581809215,-77.28444181907844,77.28444181907844,8.759329693540643
0471167c6dcd9e87952bee4478ce26337793c07f,339.74,389.1996696670271,49.45966966702707,49.45966966702707,14.55809432714048
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,382.26,520.3400751292934,138.0800751292934,138.0800751292934,36.12203085054502
04fd28294e679ea9848b3057862a6bf40367331e,55.78,69.64717902374402,13.867179023744015,13.867179023744015,24.860485879784896
054be5f40d50b28d2b82af57159343989dd28012,834.69,881.6984870309615,47.00848703096142,47.00848703096142,5.631849792253582
064a7e19386fffe76845c0af12b8971542af1270,743.84,191.0126358844457,-552.8273641155544,552.8273641155544,74.32073619535846
0686ef5970f3e3e29ba54c0e82c22364cb1ade90,1261.33,941.6686929177978,-319.66130708220214,319.66130708220214,25.343193857452228
068a3a4901e7819ac41bfd214b724a4094baa6fc,364.4,611.1029483583968,246.70294835839684,246.70294835839684,67.70113840790253
06a11e73530670c0ab02598f0a621b84ffc894ce,1723.51,1595.9901703112691,-127.51982968873085,127.51982968873085,7.398844781215708
06ca5015907f43d644fd5a91ede20434f6fecafc,1085.44,1040.9145966113958,-44.52540338860422,44.52540338860422,4.102060306290925
06edf585cd7a632155cf063b328033ffbfa7ae69,259.16,339.0428624179376,79.88286241793759,79.88286241793759,30.823762315919733
072b18c67074cbfff8122908e96cce23d19fd18e,625.13,579.1823070180596,-45.94769298194035,45.94769298194035,7.350102055882831
074d3028233af49dc2dc2b5ccfff0c960b91237a,685.37,787.4405183520014,102.07051835200139,102.07051835200139,14.89276133358644
07dcc29c8538d50e2889c8418b62bde027b62425,284.6,381.7464385467942,97.14643854679417,97.14643854679417,34.13437756387708
07e3e5ff90a36ec9826973b7cfea778815cd4187,1614.9,3905.7127857401697,2290.8127857401696,2290.8127857401696,141.8547765025803
0802e55117a6dab8cdd7ddfe532bbf3dd900fd8e,323.68,565.104047569497,241.42404756949696,241.42404756949696,74.58726135982975
08b58fa544eb71cf1fde51fd4ca077166653ec29,946.8299999999999,707.408787457354,-239.4212125426459,239.4212125426459,25.28661032525859
08c5a16957f74f2168ac2dc0af5623b621dd375e,2119.1,1875.654635741143,-243.4453642588569,243.4453642588569,11.488148943365434
08cc682e0ae51b9b193a51d81215a8290e38ae13,765.89,945.6763000994936,179.7863000994936,179.7863000994936,23.474167321611926
095d37f69671480cb972a29a801f28b09791de7b,1135.29,959.4206862557763,-175.86931374422363,175.86931374422363,15.491135634439098
09b86636f4807823ff9041b427405b00aa25829c,4399.83,5657.104370519861,1257.274370519861,1257.274370519861,28.575521566057343
0a5cc97f7cc1d44fd1a2561dd88fe20b754bb371,1656.07,1888.6996020160561,232.6296020160562,232.6296020160562,14.047087503309413
0be4d7b035874bc846e23a579c637094a647b044,439.49,150.02002347449113,-289.46997652550886,289.46997652550886,65.86497452172037
0cddce87733ba0eae8aa52546a3931f0fc76e195,826.53,1151.7119454592528,325.1819454592528,325.1819454592528,39.343029951635486
0d07b8aad9a390e466d2db0df72bf01e278c501b,881.59,937.0897804966617,55.49978049666163,55.49978049666163,6.29541856153786
0d0f7fbf49570487b719baa9825e2813616b4eb0,1277.94,944.313244768799,-333.62675523120106,333.62675523120106,26.10660557077805
0d5046acc98a944a452ad463109e296e1c2b5ada,1684.19,848.8819230935736,-835.3080769064264,835.3080769064264,49.597021530018964
0d7e9d7ce47c82714b00162dc2aecb532461a373,819.2,960.194656882712,140.99465688271198,140.99465688271198,17.211261826502927
0decc976b7210aff945d6f0726bc267319576fa6,364.45,1058.7889245321126,694.3389245321125,694.3389245321125,190.51692263194198
0e04ea5c1465c0208e0cf169f1de081cdf1b2de6,5793.4800000000005,7320.0986292594525,1526.618629259452,1526.618629259452,26.350632594907587
0e0eb9a364f2ebe899650011c241766b7c6ae7d0,150.87,172.15544974678062,21.285449746780614,21.285449746780614,14.108470701120575
